抓取時間,超連結,物件標題,物件價格,格局,地址 , 物件類型 , 屋齡 , 樓層,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187790&pi=148&st=&si=2&spu=idkabad,中山國小精裝兩房,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187648&pi=148&st=&si=3&spu=idkabad,雙捷運溫馨2房,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187742&pi=148&st=&si=4&spu=idkabad,大華理想家三房+車位,3168萬,3房2廳2衛42.14坪(建坪),台北市大同區民族西路 , 大樓 , 29.6年 , 7 / 14樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187656&pi=148&st=&si=5&spu=idkabad,中山國小美妝電梯二室,1388萬,2室/2廳/1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=XS127633&pi=148&st=&si=6&spu=idkabad,中山國小捷運電梯美妝2房2廳,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187894&pi=148&st=&si=7&spu=idkabad,林森北路精裝2室,1388萬,2室/1廳/1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37062&pi=148&st=&si=8&spu=idkabad,林森北電梯美妝2室,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS177816&pi=148&st=&si=9&spu=fhhabad,文大收租置產稀有二樓,1500萬,9房0廳1衛/加蓋:2房0廳1衛40.33坪(建坪),台北市士林區華岡路 , 公寓 , 49.2年 , 2 / 4樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS177853&pi=148&st=&si=10&spu=idkabad,拎包入住~時尚美妝屋,1388萬,2室2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=QS30983&pi=149&st=&si=1&spu=idkabad,A824基泰之星採光美妝,2888萬,依現場實際情況為主38.1坪(建坪),台北市中山區農安街 , 大樓 , 15.4年 , 4 / 14樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187889&pi=149&st=&si=2&spu=idkabad,中山國小捷運全新精裝電梯2房,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187683&pi=149&st=&si=3&spu=idkabad,林森北電梯美妝2房,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37073&pi=149&st=&si=4&spu=idkabad,捷運中山國小美妝二房,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37320&pi=149&st=&si=5&spu=idkabad,古亭面校園電梯採光大四房,3257萬,4房2廳2衛2陽台41.19坪(建坪),台北市中正區汀州路二段 , 大樓 , 54.5年 , 5 / 6樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=QS31040&pi=149&st=&si=6&spu=idkabad,211中山林森北和益金銀2房,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37276&pi=149&st=&si=7&spu=idkabad,中山3米6挑高美宅,1850萬,2房2廳1衛(含加蓋1房)23.86坪(建坪),台北市中山區林森北路 , 華廈 , 21.3年 , 2 / 7樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=QS31123&pi=149&st=&si=8&spu=idkabad,中山國小捷運全新美裝電梯兩房,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=QS31111&pi=149&st=&si=9&spu=idkabad,W46林森北電梯美屋,1850萬,2房2廳1衛(含加蓋1房)23.86坪(建坪),台北市中山區林森北路 , 華廈 , 21.3年 , 2 / 7樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=OS199227&pi=149&st=&si=10&spu=idkabad,9148馬偕商圈低總美妝兩房,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37292&pi=150&st=&si=1&spu=idkabad,中山國小捷運電梯精品,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37458&pi=150&st=&si=2&spu=idkabad,晴光商圈亮麗2室,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=XS127876&pi=150&st=&si=3&spu=idkabad,晴光商圈美妝電梯,1388萬,0房1廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37303&pi=150&st=&si=4&spu=idkabad,和益金銀美2房,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=QS31406&pi=150&st=&si=5&spu=idkabad,A013林森北路臻美兩房,1388萬,2房1廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=OS199477&pi=150&st=&si=6&spu=idkabad,中山國小捷運精品兩房,1388萬,2房2廳1衛17.44坪(建坪),台北市中山區林森北路 , 大樓 , 42.5年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188233&pi=150&st=&si=7&spu=kdaabad,未來加蚋站庭院1F,1580萬,2房2廳1衛21.41坪(建坪),台北市萬華區長泰街 , 公寓 , 48.1年 , 1 / 4樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=QS31688&pi=150&st=&si=8&spu=kdaabad,石牌傳家金店面,2980萬,開放式40坪(建坪),台北市北投區致遠一路二段 , 華廈 , 39.1年 , 1 / 8樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188209&pi=150&st=&si=9&spu=kdaabad,松仁獨棟頂家收租屋,2880萬,7房廳7衛(含加蓋2房/2衛)36.7坪(建坪),台北市信義區信義路五段 , 公寓 , 51.1年 , 4 / 4樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38171&pi=150&st=&si=10&spu=kdaabad,西門景觀樹海電梯三房,2688萬,3房2廳2衛33.95坪(建坪),台北市萬華區內江街 , 大樓 , 33.8年 , 7 / 9樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS178886&pi=151&st=&si=1&spu=kdaabad,劍潭捷運鼎家收租屋,2750萬,3房2廳2衛；加蓋2房1廳1衛35.21坪(建坪),台北市士林區大東路 , 公寓 , 47.8年 , 5 / 5樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38108&pi=151&st=&si=2&spu=kdaabad,華富住商兩用大空間增值宅,2000萬,4房2廳1衛(含加蓋2房)26.32坪(建坪),台北市萬華區環河南路二段 , 大樓 , 44.3年 , 1 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38179&pi=151&st=&si=3&spu=kdaabad,靜心高中 萬隆站邊間電梯三房,2468萬,3房2廳2衛32.46坪(建坪),台北市文山區興隆路一段 , 華廈 , 47.8年 , 6 / 7樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=MS138272&pi=151&st=&si=4&spu=kdaabad,內湖港墘路店面,7980萬,1房0廳2衛99.93坪(建坪),台北市內湖區港墘路 , 華廈 , 16.8年 , 1 / 10樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38284&pi=151&st=&si=5&spu=kdaabad,未來捷運低總前庭1樓,1580萬,3房2廳1衛21.41坪(建坪),台北市萬華區長泰街 , 公寓 , 48.1年 , 1 / 4樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38234&pi=151&st=&si=6&spu=kdaabad,S1281莒光路1F金店面,3500萬,1房1廳1衛46.41坪(建坪),台北市萬華區莒光路 , 華廈 , 37.5年 , 1 / 7樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS36708&pi=151&st=&si=7&spu=hekabad,內湖景觀雙車豪華別墅,5388萬,5房3廳5衛(含加蓋1房/1廳/1衛)81.2坪(建坪),台北市內湖區康寧路三段 , 別墅 , 36.1年 , 1-3 / 3樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS177783&pi=151&st=&si=8&spu=heaabkd,捷運景觀4房平面車位,3988萬,4房2廳2衛(含加蓋1房/1衛)58.23坪(建坪),台北市北投區中央北路三段 , 大樓 , 19.3年 , 5 / 14樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS36959&pi=151&st=&si=9&spu=hekabad,高樓河岸美景美妝三房,2598萬,3房2廳2衛1陽台40.31坪(建坪),台北市萬華區桂林路 , 大樓 , 29.8年 , 8 / 10樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188146&pi=151&st=&si=10&spu=jeaabad,葫蘆國小精品三房,1430萬,3房2廳1衛20.59坪(建坪),台北市士林區延平北路五段 , 公寓 , 44.8年 , 2 / 4樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187546&pi=152&st=&si=1&spu=hekabad,優質學區-破盤價住辦皆可附車位,4320萬,4房2廳2衛62.5坪(建坪),台北市松山區八德路三段 , 大樓 , 35.9年 , 2 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS177969&pi=152&st=&si=2&spu=ghaabag,北投泉源路清水模美屋,818萬,2房1廳1衛22.6坪(建坪),台北市北投區泉源路 , 其他 , 33.1年 , 1 / 1樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS178004&pi=152&st=&si=3&spu=hekabad,B217北士科樹景大三房車,3750萬,3房2廳2衛57.46坪(建坪),台北市北投區福美路 , 大樓 , 7年 , 2 / 13樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS36907&pi=152&st=&si=5&spu=hekabad,内湖金釸谷店辦,6377萬,0房1廳0衛112.37坪(建坪),台北市內湖區陽光街 , 大樓 , 17年 , 2 / 8樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38038&pi=152&st=&si=6&spu=jeaabad,萬芳醫院五房大露台美廈,3688萬,5房2廳2衛1室57.7坪(建坪),台北市文山區辛亥路五段 , 華廈 , 41.8年 , 7 / 7樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37986&pi=152&st=&si=7&spu=jcjabad,信義東門高樓住辦收租,6500萬,10房0廳8衛79.35坪(建坪),台北市大安區信義路二段 , 大樓 , 47.9年 , 12 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38177&pi=152&st=&si=8&spu=jeaabad,芝山捷運綠景三房,2292萬,3房2廳2衛1室33.75坪(建坪),台北市士林區至誠路二段 , 公寓 , 42.3年 , 5 / 5樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS177015&pi=152&st=&si=9&spu=fgkabae,低總價方正明亮二房格局,1040萬,1房廳1衛21.06坪(建坪),台北市北投區新民路 , 華廈 , 11.5年 , 3 / 5樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS177469&pi=152&st=&si=10&spu=gfkabad,北投綠景電梯兩房平面車位,2098萬,2房2廳1衛37.56坪(建坪),台北市北投區稻香路 , 華廈 , 3.1年 , 4 / 5樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS178217&pi=153&st=&si=1&spu=idjabad,「日健闊」河岸首排高樓景觀,3680萬,2房2廳2衛49.48坪(建坪),台北市士林區重慶北路四段 , 大樓 , 0.8年 , 11 / 16樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37403&pi=153&st=&si=2&spu=ifaabad,文山木新都更改建案,4980萬,OPEN94.21坪(建坪),台北市文山區木新路二段 , 公寓 , 46.6年 , B1 / 4樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=OS199323&pi=153&st=&si=3&spu=ifaabad,興福國中寧靜一樓,1272萬,2房2廳1衛22.84坪(建坪),台北市文山區福興路 , 公寓 , 41.2年 , 1 / 5樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37509&pi=153&st=&si=4&spu=idjabad,至善天下歐式豪邸,8388萬,2房2廳3衛118.75坪(建坪),台北市士林區至善路二段 , 大樓 , 28.4年 , 11 / 16樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS180509&pi=153&st=&si=7&spu=akaakak,近捷運坡道機械車位,125萬,14.31坪(建坪),台北市中山區雙城街 , 大樓 , 28.9年 , B2 / 15樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187027&pi=153&st=&si=8&spu=fgkabad,全新裝潢萬芳捷運出租美寓,1468萬,4房2廳2衛33.51坪(建坪),台北市文山區興隆路三段 , 公寓 , 41.3年 , 5 / 5樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=QS30562&pi=153&st=&si=9&spu=ggfabad,京站優選2房,1192萬,2房2廳1衛24.32坪(建坪),台北市大同區市民大道一段 , 大樓 , 15.3年 , 9 / 18樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS178158&pi=153&st=&si=10&spu=hejabad,中山國小捷運邊間住辦,2380萬,2房1廳1衛34.28坪(建坪),台北市中山區林森北路 , 大樓 , 40.2年 , 5 / 13樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187554&pi=154&st=&si=1&spu=hejabad,中山國小超便宜住辦,1888萬,2房1廳1衛27.33坪(建坪),台北市中山區林森北路 , 大樓 , 40.2年 , 5 / 13樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187553&pi=154&st=&si=2&spu=hejabad,中山國小超便宜住辦(二),2380萬,2房1廳1衛34.27坪(建坪),台北市中山區林森北路 , 大樓 , 40.2年 , 5 / 13樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=OS199424&pi=154&st=&si=3&spu=fgkabad,北投湯自慢花妍小貴族,1314萬,1房廳1衛28.48坪(建坪),台北市北投區奇岩路 , 華廈 , 12.1年 , 5 / 5樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS178207&pi=154&st=&si=4&spu=hejabad,中山國小捷運商辦,1888萬,開放式27.33坪(建坪),台北市中山區林森北路 , 大樓 , 40.2年 , 5 / 13樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187550&pi=154&st=&si=6&spu=ghaabad,興安華城300坪大賣場,12000萬,0房0廳0衛300.85坪(建坪),台北市中山區興安街 , 華廈 , 36.9年 , B1 / 7樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS186703&pi=155&st=&si=2&spu=egkabak,C25雙車位賣遠宏香榭住戶,300萬,7.08坪(建坪),台北市中山區龍江路 , 其他 , 11.7年 , 3 / 8樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS36945&pi=155&st=&si=4&spu=hdkabah,中山國小低總套房,738萬,1室1廳1衛9.38坪(建坪),台北市中山區錦州街 , 大樓 , 40.2年 , 6 / 13樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188420&pi=155&st=&si=5&spu=kcaabag,中山國小站電梯美妝1房1廳,898萬,1房1廳1衛9.56坪(建坪),台北市中山區林森北路 , 華廈 , 24.2年 , 3 / 8樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS177560&pi=155&st=&si=6&spu=fgiabad,B214新北投捷運電梯4房,1950萬,4房2廳2衛48.45坪(建坪),台北市北投區溫泉路 , 華廈 , 43.8年 , 7 / 7樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188396&pi=155&st=&si=7&spu=kcaabaf,德明電梯大套房,990萬,1房1廳1衛11.86坪(建坪),台北市內湖區文湖街 , 華廈 , 29.2年 , 4 / 5樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS36321&pi=156&st=&si=1&spu=gfhabad,政大稀有電梯別墅,6200萬,9房5廳5衛(含加蓋4房)118.22坪(建坪),台北市文山區政大一街 , 別墅 , 17.8年 , 1-4 / 4樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188176&pi=156&st=&si=2&spu=kcaabae,中山國小站美妝小資首選,1088萬,1房1廳1衛9.92坪(建坪),台北市中山區錦州街 , 華廈 , 45.4年 , 10 / 10樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38132&pi=156&st=&si=3&spu=kcaabae,國賓高樓溫馨美套,1052萬,1房1廳1衛10.21坪(建坪),台北市中山區新生北路二段 , 大樓 , 52.5年 , 12 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188439&pi=156&st=&si=4&spu=kcaabae,天生贏家挑高魔術美宅,1099萬,1房1廳1衛11.09坪(建坪),台北市大同區華亭街 , 大樓 , 14年 , 3 / 11樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188445&pi=156&st=&si=5&spu=kcaabae,華亭魔術小資屋,1099萬,1房1廳1衛11.09坪(建坪),台北市大同區華亭街 , 大樓 , 14年 , 3 / 11樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS36732&pi=156&st=&si=9&spu=fghabad,世紀之光2氣派大廠辦,9000萬,開放式214.74坪(建坪),台北市內湖區瑞湖街 , 華廈 , 16.7年 , 5 / 5樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37249&pi=156&st=&si=10&spu=ickabad,天母SOGO宏普世貿A辦,16398萬,5室2廳195.89坪(建坪),台北市士林區德行西路 , 大樓 , 5.8年 , 4 / 15樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37492&pi=157&st=&si=1&spu=ickabad,『東方大樓』近捷運北車超值辦公,1888萬,1室2廳1衛1陽台23.17坪(建坪),台北市中正區重慶南路一段 , 大樓 , 42.1年 , 5 / 8樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37262&pi=157&st=&si=2&spu=ickabad,大直北安路雙層美辦,7288萬,9室3廳3.5衛86.85坪(建坪),台北市中山區北安路 , 大樓 , 30.9年 , B1-1 / 13樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=QS31196&pi=157&st=&si=3&spu=ickabad,中山國小全新整理美三房,2310萬,3房2廳2衛27.87坪(建坪),台北市中山區新生北路三段 , 大樓 , 48.2年 , 4 / 9樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS187819&pi=157&st=&si=4&spu=ickabad,馬偕捷運400米住辦2房,1798萬,2房1廳1衛21.08坪(建坪),台北市中山區民生東路一段 , 大樓 , 46.4年 , 9 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37313&pi=157&st=&si=5&spu=ickabad,晶華林森二房,1799萬,2房2廳1衛20.25坪(建坪),台北市中山區林森北路 , 大樓 , 47.8年 , 6 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=QS31328&pi=157&st=&si=6&spu=ickabad,K742台北101蛋黃區溫馨大4房,4380萬,4房2廳2衛50.14坪(建坪),台北市大安區基隆路二段 , 大樓 , 43.3年 , 8 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=QS31101&pi=157&st=&si=7&spu=ickabad,中山國小捷運電梯管理三房,2310萬,3房2廳2衛27.87坪(建坪),台北市中山區新生北路三段 , 大樓 , 48.2年 , 4 / 9樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188166&pi=157&st=&si=8&spu=kcaabad,晴光美妝電梯華廈近捷運,1280萬,2房1廳1衛10.85坪(建坪),台北市中山區雙城街 , 華廈 , 44.8年 , 3 / 6樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS178679&pi=157&st=&si=9&spu=kcaabad,捷運邊間全新裝潢2房華廈,1428萬,2房1廳1衛13.2坪(建坪),台北市中山區民權東路一段 , 華廈 , 46.8年 , 11 / 11樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188199&pi=157&st=&si=10&spu=kcaabad,D7雙城電梯美妝兩房,1280萬,2房1廳1衛10.85坪(建坪),台北市中山區雙城街 , 華廈 , 44.8年 , 3 / 6樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=QS31652&pi=158&st=&si=1&spu=kcaabad,獨家親友專任天母國小典雅兩房,3168萬,2房1廳2衛25.83坪(建坪),台北市士林區天玉街 , 華廈 , 7.8年 , 7 / 7樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS178662&pi=158&st=&si=2&spu=kcaabad,劍潭一樓停車裝潢美居,3580萬,3房2廳1衛30.74坪(建坪),台北市士林區承德路四段 , 公寓 , 52.3年 , 1 / 4樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38004&pi=158&st=&si=3&spu=kcaabad,新生八十里公園美三房,3850萬,3房1廳1衛27.33坪(建坪),台北市大安區和平東路一段 , 大樓 , 16.5年 , 9 / 14樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38046&pi=158&st=&si=4&spu=ickabad,中山長安金元寶大廈,2620萬,3房2廳2衛31.28坪(建坪),台北市中山區長安東路一段 , 大樓 , 45年 , 7 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=CS168425&pi=158&st=&si=5&spu=kcaabad,親友專任-信義大道黃金三樓美寓,2408萬,4房2廳1衛26.47坪(建坪),台北市信義區大道路 , 公寓 , 47.8年 , 3 / 4樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38006&pi=158&st=&si=6&spu=kcaabad,信義安和捷運美2房,1580萬,2房1廳1衛10.03坪(建坪),台北市信義區信義路四段 , 大樓 , 40.3年 , 4 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38060&pi=158&st=&si=7&spu=kcaabad,六張犁捷運電梯2房,2300萬,2房2廳1衛22.35坪(建坪),台北市信義區富陽街 , 華廈 , 28年 , 4 / 7樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS37991&pi=158&st=&si=8&spu=kcaabad,松菸大巨蛋優質店面,9780萬,OPEN32.61坪(建坪),台北市信義區忠孝東路四段 , 公寓 , 53.3年 , 1 / 4樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38077&pi=158&st=&si=9&spu=ickabad,古亭站~中正國中美住辦,4640萬,2室1廳1衛48.93坪(建坪),台北市中正區羅斯福路二段 , 大樓 , 35.3年 , 11 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS178687&pi=158&st=&si=10&spu=kcaabad,雙連捷運透天收租店面,26999萬,0房2廳4衛64.08坪(建坪),台北市大同區民生西路 , 透天 , 72.4年 , 1-2 / 2樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38065&pi=159&st=&si=1&spu=kcaabad,中正國中設籍挑高美妝,1780萬,1房廳1衛12.14坪(建坪),台北市大安區杭州南路二段 , 華廈 , 0.7年 , 1 / 8樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188221&pi=159&st=&si=2&spu=kcaabad,小資最愛晴光商圈漂亮2室,1280萬,2室/1廳/1衛10.85坪(建坪),台北市中山區雙城街 , 華廈 , 44.8年 , 3 / 6樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38000&pi=159&st=&si=3&spu=kcaabad,晴光商圈全新裝潢電梯2房,1280萬,2房1廳1衛10.85坪(建坪),台北市中山區雙城街 , 華廈 , 44.8年 , 3 / 6樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS178717&pi=159&st=&si=4&spu=kcaabad,天母賺錢店面,2750萬,0房2廳2衛22.93坪(建坪),台北市士林區天母東路 , 華廈 , 46.6年 , 1 / 8樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188219&pi=159&st=&si=5&spu=kcaabad,晴光電梯美妝正兩房,1280萬,2房1廳1衛10.85坪(建坪),台北市中山區雙城街 , 華廈 , 44.8年 , 3 / 6樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS178731&pi=159&st=&si=6&spu=kcaabad,雙子星京站收租店面,8900萬,0房0廳0衛48.41坪(建坪),台北市大同區長安西路 , 大樓 , 18.1年 , B1-1 / 14樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38042&pi=159&st=&si=7&spu=kcaabad,101旁精緻電梯兩房,1580萬,2房1廳1衛10.03坪(建坪),台北市信義區信義路四段 , 大樓 , 40.3年 , 4 / 12樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=YS178675&pi=159&st=&si=8&spu=kcaabad,晴光商圈電梯2房,1280萬,2房1廳1衛10.85坪(建坪),台北市中山區雙城街 , 華廈 , 44.8年 , 3 / 6樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38071&pi=159&st=&si=9&spu=kcaabad,青雲獨棟大別墅,5458萬,7房3廳4衛58.52坪(建坪),台北市文山區辛亥路四段 , 別墅 , 40.8年 , 1-4 / 4樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=ZS188267&pi=160&st=&si=1&spu=kcaabad,吉林稀有邊間華廈3房,2900萬,3房2廳2衛33.1坪(建坪),台北市中山區吉林路 , 華廈 , 42.6年 , 2 / 7樓,,,
2024/11/28 00:29,https://www.hbhousing.com.tw/detail/?sn=WS38143&pi=160&st=&si=2&spu=kcaabad,南西圓環美妝住辦,1480萬,1房1廳1衛16.24坪(建坪),台北市大同區南京西路 , 大樓 , 47.3年 , 7 / 11樓,,,
