抓取時間,超連結,物件標題,地址,原始坪數,實際坪數,格局,價格
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02249852.html?city=Taipei&zip=110&type=1,吳興街三面採光美寓,台北市信義區吳興街,建坪 : 29.22坪 , 主 + 陽 : 29.22坪,3房2廳1.0衛,1988萬2150 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02335165.html?city=Taipei&zip=111&type=4,芝山捷運2房美廈,台北市士林區福國路,建坪 : 32.38坪 , 主 + 陽 : 29.12坪,2房2廳2.0衛,3888萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02411716.html?city=Taipei&zip=105&type=1,富錦林蔭四房美宅,台北市松山區富錦街,建坪 : 37.15坪 , 主 + 陽 : 37.15坪,4房2廳1.0衛,3200萬3300 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02219836.html?city=Taipei&zip=114&type=2,華固名人道金店面,台北市內湖區民權東路六段,建坪 : 19.12坪 , 主 + 陽 : 13.85坪,0房0廳1.0衛,2250萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02277265.html?city=Taipei&zip=111&type=4,近天母新光三越一樓,台北市士林區天母東路,建坪 : 49.23坪 , 主 + 附 : 41.97坪,3房2廳1.0衛,3680萬4280 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02205646.html?city=Taipei&zip=116&type=4,木柵公園庭院1樓,台北市文山區下崙路,建坪 : 24.92坪 , 主 + 陽 : 9.42坪,0房1廳1.0衛,1688萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02163371.html?city=Taipei&zip=100&type=2,捷運西門站4號出口收租,台北市中正區延平南路,建坪 : 7.74坪 , 主建物 : 3.00坪,0房0廳0.0衛,460萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02354237.html?city=Taipei&zip=106&type=2,東區優質辦公大樓,台北市大安區忠孝東路四段,建坪 : 59.10坪 , 主建物 : 45.37坪,0房1廳0.0衛,6390萬7000 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02354222.html?city=Taipei&zip=114&type=2,捷運內湖收租商用,台北市內湖區成功路四段,建坪 : 316.72坪 , 主建物 : 266.96坪,0房2廳4.0衛,22000萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02360501.html?city=Taipei&zip=111&type=4,天母西路大坪數鑽石金店面,台北市士林區天母西路,建坪 : 125.40坪 , 主建物 : 105.46坪,0房0廳2.0衛,5168萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02308350.html?city=Taipei&zip=105&type=4,敦化一品電梯四房,台北市松山區敦化北路,建坪 : 43.25坪 , 主 + 陽 : 40.67坪,4房2廳2.0衛,5400萬5688 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02308368.html?city=Taipei&zip=106&type=1,通化透天金賺店面,台北市大安區通化街,建坪 : 49.36坪 , 主 + 陽 : 47.79坪,5房2廳4.0衛,6980萬7680 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02411710.html?city=Taipei&zip=106&type=2,東區統領高樓邊間辦公,台北市大安區忠孝東路四段,建坪 : 59.10坪 , 主建物 : 45.37坪,0房1廳0.0衛,6530萬7000 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02401374.html?city=Taipei&zip=110&type=2,永春捷運電梯兩房,台北市信義區松山路,建坪 : 21.00坪 , 主 + 陽 : 15.37坪,2房1廳1.0衛,1900萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02309532.html?city=Taipei&zip=108&type=5,【西門商圈】商四黑土透天,台北市萬華區康定路,建坪 : 86.54坪 , 主建物 : 86.54坪,0房0廳0.0衛,6800萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02400953.html?city=Taipei&zip=115&type=2,正忠孝東路走九遍金店面,台北市南港區忠孝東路六段,建坪 : 46.73坪 , 主 + 附 : 24.98坪,4房1廳2.0衛,5500萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02356280.html?city=Taipei&zip=106&type=2,★大安區仁愛雙星三角窗店面,台北市大安區仁愛路四段,建坪 : 45.09坪 , 主 + 附 : 41.88坪,0房0廳1.0衛,10500萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02411705.html?city=Taipei&zip=105&type=1,民生東路滾燙金店面,台北市松山區民生東路五段,建坪 : 31.52坪 , 主建物 : 31.52坪,2房1廳2.0衛,6400萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02274097.html?city=Taipei&zip=114&type=5,勤家樸樹上疊電梯樓中樓,台北市內湖區民權東路六段,建坪 : 131.54坪 , 主 + 陽 : 91.36坪,4房3廳4.0衛,13800萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02356531.html?city=Taipei&zip=106&type=4,仁愛帝寶級三角窗店面,台北市大安區仁愛路三段,建坪 : 68.32坪 , 主 + 附 : 60.43坪,0房1廳1.0衛,11800萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02338490.html?city=Taipei&zip=100&type=2,古亭捷運景觀高樓SC4房+車位,台北市中正區牯嶺街,建坪 : 166.45坪 , 主 + 陽 : 77.39坪,5房2廳5.0衛,16800萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02274095.html?city=Taipei&zip=106&type=1,樂利三房美宅,台北市大安區樂利路,建坪 : 23.04坪 , 主建物 : 23.04坪,3房2廳2.0衛,2238萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02369901.html?city=Taipei&zip=114&type=4,大湖青田誠意出售,台北市內湖區安泰街,建坪 : 48.57坪 , 主 + 陽 : 22.51坪,4房2廳2.0衛,2550萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02403252.html?city=Taipei&zip=104&type=1,★南京復興捷運一樓,台北市中山區遼寧街,建坪 : 21.84坪 , 主建物 : 21.84坪,4房2廳1.0衛,3700萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02403251.html?city=Taipei&zip=100&type=1,★台北車站商圈大透天,台北市中正區信陽街,建坪 : 119.24坪 , 主建物 : 119.24坪,0房5廳4.0衛,26800萬28000 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02333128.html?city=Taipei&zip=103&type=2,中山文華高樓四房車,台北市大同區承德路二路,建坪 : 80.14坪 , 主 + 陽 : 43.00坪,4房2廳2.0衛,7980萬
2024/11/28 09:19,https://www.twhg.com.tw/house_EF02303053.html?city=Taipei&zip=111&type=5,仰德大道雙車位透天,台北市士林區仰德大道一段,建坪 : 26.23坪 , 主建物 : 52.46坪,0房0廳0.0衛,4388萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02318740.html?city=Taipei&zip=100&type=4,中正汀州低總價金店,台北市中正區汀州路一段,建坪 : 16.23坪 , 主建物 : 7.51坪,0房0廳0.0衛,1888萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02411174.html?city=Taipei&zip=111&type=1,陽明高中收租三樓,台北市士林區承德路四段,建坪 : 26.39坪 , 主 + 陽 : 25.08坪,4房0廳4.0衛,1998萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02359714.html?city=Taipei&zip=114&type=2,益大元墅優質大三房,台北市內湖區內湖路一段,建坪 : 52.65坪 , 主 + 陽 : 32.00坪,3房2廳2.0衛,4888萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02300853.html?city=Taipei&zip=111&type=5,陽明山柏園美景別墅,台北市士林區莊頂路,建坪 : 149.91坪 , 主 + 附 : 149.91坪,8房3廳3.0衛,9000萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02368370.html?city=Taipei&zip=103&type=5,民生西危老收租透天金店面,台北市大同區民生西路,建坪 : 64.08坪 , 主建物 : 64.08坪,0房2廳4.0衛,26900萬
2024/11/28 09:19,https://www.twhg.com.tw/house_EZ02208080.html?city=Taipei&zip=104&type=4,台北吉林B1整新大空,台北市中山區吉林路,建坪 : 73.94坪 , 主建物 : 63.49坪,0房0廳2.0衛,2980萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02164989.html?city=Taipei&zip=115&type=1,松山車站邊間稀有宅,台北市南港區中坡北路,建坪 : 25.64坪 , 主 + 陽 : 25.64坪,3房2廳1.0衛,2000萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02214968.html?city=Taipei&zip=103&type=5,大龍街透天店面,台北市大同區大龍街,建坪 : 170.49坪 , 主 + 附 : 170.49坪,12房3廳6.0衛,18200萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02214977.html?city=Taipei&zip=100&type=4,寧波西街店面,台北市中正區寧波西街,建坪 : 18.49坪 , 主 + 附 : 18.14坪,0房1廳1.0衛,4560萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02400965.html?city=Taipei&zip=103&type=2,大橋頭站一層一戶辦公雙車位,台北市大同區重慶北路二段,建坪 : 129.17坪 , 主 + 陽 : 113.60坪,0房0廳2.0衛,7900萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02400966.html?city=Taipei&zip=103&type=11,雙連捷運金好運透天店面,台北市大同區民生西路,建坪 : 64.08坪 , 主 + 附 : 64.08坪,2房2廳4.0衛,26900萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02400967.html?city=Taipei&zip=105&type=11,基隆河典藏景觀商旅,台北市松山區基隆路一段,建坪 : 230.31坪 , 主 + 陽 : 159.74坪,17房1廳17.0衛,13800萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02401351.html?city=Taipei&zip=105&type=2,饒河一層一戶商辦首選,台北市松山區八德路四段,建坪 : 114.89坪 , 主 + 陽 : 99.84坪,0房0廳1.0衛,7390萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02369898.html?city=Taipei&zip=114&type=4,四期獨門獨戶三房雙車,台北市內湖區民權東路六段,建坪 : 74.54坪 , 主 + 陽 : 30.52坪,3房2廳3.0衛,5288萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02308375.html?city=Taipei&zip=105&type=1,撫遠街美妝公寓,台北市松山區撫遠街,建坪 : 36.57坪 , 主 + 陽 : 36.57坪,3房2廳2.0衛,3180萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02233627.html?city=Taipei&zip=114&type=4,文德捷運住辦一樓,台北市內湖區文德路,建坪 : 74.31坪 , 主 + 附 : 62.39坪,4房2廳4.0衛,3500萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02214981.html?city=Taipei&zip=100&type=1,面建中校園頂加公寓五樓,台北市中正區寧波西街,建坪 : 29.78坪 , 主 + 陽 : 29.78坪,4房2廳1.0衛,2720萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02354206.html?city=Taipei&zip=105&type=2,松山高興大樓景觀商旅,台北市松山區基隆路一段,建坪 : 230.31坪 , 主 + 陽 : 149.63坪,17房1廳17.0衛,13800萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02368368.html?city=Taipei&zip=104&type=1,雙城夜市金店面,台北市中山區雙城街,建坪 : 79.36坪 , 主 + 附 : 79.36坪,0房1廳1.0衛,4980萬5200 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02335222.html?city=Taipei&zip=111&type=11,士林夜市黄金店面 (2),台北市士林區文林路,建坪 : 36.36坪 , 主 + 陽 : 36.36坪,0房0廳1.0衛,4500萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02354207.html?city=Taipei&zip=103&type=5,雙連捷運透天金店面,台北市大同區民生西路,建坪 : 64.08坪 , 主建物 : 64.08坪,0房2廳4.0衛,26599萬26900 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02335162.html?city=Taipei&zip=111&type=11,士林夜市黄金店面 (1),台北市士林區文林路,建坪 : 18.18坪 , 主 + 附 : 18.18坪,0房0廳1.0衛,6500萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02335175.html?city=Taipei&zip=103&type=5,重慶北路商三透天,台北市大同區重慶北路一段,建坪 : 50.90坪 , 主建物 : 50.90坪,0房0廳0.0衛,8480萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TC02249497.html?city=Taipei&zip=104&type=4,蘇富比逸園大套房,台北市中山區中山北路一段,建坪 : 11.80坪 , 主 + 陽 : 9.75坪,1房0廳1.0衛,1180萬1580 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02211080.html?city=Taipei&zip=105&type=4,光北壹樓店面+地下室,台北市松山區光復北路,建坪 : 102.63坪 , 主 + 附 : 102.63坪,0房0廳0.0衛,7950萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02368378.html?city=Taipei&zip=110&type=1,虎林邊間1+2樓(好規劃),台北市信義區虎林街,建坪 : 31.41坪 , 主 + 陽 : 26.26坪,8房0廳4.0衛,2900萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02368385.html?city=Taipei&zip=110&type=2,市政府捷運鋼骨大辦公,台北市信義區基隆路一段,建坪 : 153.99坪 , 主 + 陽 : 94.59坪,10房1廳1.0衛,14630萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02280023.html?city=Taipei&zip=110&type=2,永春捷運採光美屋,台北市信義區忠孝東路五段,建坪 : 36.69坪 , 主建物 : 21.25坪,2房2廳1.0衛,2600萬2650 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02360516.html?city=Taipei&zip=111&type=2,天母運動公園新成屋3房+車,台北市士林區芝玉路二段,建坪 : 63.27坪 , 主 + 陽 : 29.55坪,3房2廳2.0衛,5400萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02340214.html?city=Taipei&zip=100&type=11,東門捷運站永康活巷金店面,台北市中正區新生南路一段,建坪 : 30.85坪 , 主建物 : 30.85坪,0房1廳1.0衛,8288萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02139530.html?city=Taipei&zip=114&type=4,綠之湖景觀樓中樓,台北市內湖區安泰街,建坪 : 93.41坪 , 主 + 陽 : 44.42坪,4房2廳3.0衛,4450萬4650 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02128220.html?city=Taipei&zip=104&type=2,松江南京線住辦二用低公設,台北市中山區松江路,建坪 : 13.61坪 , 主建物 : 11.35坪,1房1廳1.0衛,1688萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02149084.html?city=Taipei&zip=114&type=2,上林苑SRC傳家名宅,台北市內湖區環山路一段,建坪 : 143.90坪 , 主 + 陽 : 68.66坪,5房2廳3.0衛,14500萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02221909.html?city=Taipei&zip=106&type=2,大安秋鄉黃金店面,台北市大安區臥龍街,建坪 : 30.25坪 , 主建物 : 14.35坪,0房1廳1.0衛,3980萬
2024/11/28 09:19,https://www.twhg.com.tw/house_EU02304058.html?city=Taipei&zip=104&type=1,錦州街邊間金店面,台北市中山區錦州街,建坪 : 26.72坪 , 主建物 : 26.72坪,0房0廳1.0衛,7280萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02364616.html?city=Taipei&zip=110&type=2,面101景觀美妝電梯四房,台北市信義區永吉路,建坪 : 48.57坪 , 主 + 陽 : 39.30坪,4房2廳2.0衛,3988萬4180 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02360477.html?city=Taipei&zip=111&type=5,稀世傳家寶「天母景觀別墅」,台北市士林區中山北路七段,建坪 : 109.62坪 , 主建物 : 109.62坪,11房5廳3.0衛,12988萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02320374.html?city=Taipei&zip=108&type=4,萬大路全新獨棟電梯五樓,台北市萬華區萬大路,建坪 : 40.08坪 , 主 + 陽 : 12.30坪,0房2廳2.0衛,2885萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02320372.html?city=Taipei&zip=108&type=4,萬大路全新獨棟電梯一樓,台北市萬華區萬大路,建坪 : 38.44坪 , 主建物 : 3.25坪,0房1廳1.0衛,2768萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02282169.html?city=Taipei&zip=111&type=2,忠誠欒樹景觀豪邸,台北市士林區忠誠路一段,建坪 : 120.97坪 , 主 + 陽 : 58.99坪,4房2廳3.0衛,13980萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02255913.html?city=Taipei&zip=108&type=1,東園夜市百坪餐飲倉儲,台北市萬華區東園街,建坪 : 165.98坪 , 主建物 : 147.51坪,4房1廳3.0衛,4800萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02368375.html?city=Taipei&zip=105&type=1,三民公園角間大空間一樓,台北市松山區撫遠街,建坪 : 38.58坪 , 主建物 : 38.58坪,3房2廳2.0衛,3680萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02341447.html?city=Taipei&zip=105&type=4,雙敦學區4房3衛華廈,台北市松山區八德路三段,建坪 : 49.21坪 , 主 + 陽 : 44.67坪,4房2廳3.0衛,4688萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02359783.html?city=Taipei&zip=114&type=2,美麗華捷運超值辦公A,台北市內湖區文湖街,建坪 : 106.45坪 , 主 + 附 : 56.08坪,3房3廳2.0衛,4880萬5158 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02360523.html?city=Taipei&zip=112&type=2,明德捷運稀有高樓景觀豪邸,台北市北投區明德路,建坪 : 89.18坪 , 主 + 陽 : 37.62坪,3房2廳2.0衛,7200萬7500 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02354201.html?city=Taipei&zip=105&type=2,正復北面寬收租金店面,台北市松山區復興北路,建坪 : 31.40坪 , 主 + 附 : 24.77坪,0房0廳0.0衛,4690萬4800 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02276395.html?city=Taipei&zip=105&type=2,松山商業用二樓店辦,台北市松山區八德路四段,建坪 : 114.89坪 , 主 + 陽 : 99.84坪,0房4廳2.0衛,7390萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02282188.html?city=Taipei&zip=111&type=2,國家園首極景大戶,台北市士林區華齡街,建坪 : 104.42坪 , 主 + 陽 : 50.81坪,4房3廳2.0衛,7200萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02309504.html?city=Taipei&zip=108&type=2,【西門捷運】電梯優質美宅,台北市萬華區昆明街,建坪 : 21.05坪 , 主 + 陽 : 16.63坪,1房1廳1.0衛,1380萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02358597.html?city=Taipei&zip=112&type=5,北投國泰邊間透天庭院車庫,台北市北投區中和街,建坪 : 47.80坪 , 主建物 : 47.80坪,5房3廳2.0衛,5980萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02308283.html?city=Taipei&zip=105&type=1,松山民生面寬收租店面,台北市松山區延壽街,建坪 : 34.97坪 , 主 + 附 : 34.97坪,0房2廳2.0衛,6200萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02360497.html?city=Taipei&zip=108&type=5,西門漢中街商四金透天,台北市萬華區漢中街,建坪 : 147.71坪 , 主建物 : 147.71坪,0房5廳6.0衛,23680萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA01963092.html?city=Taipei&zip=110&type=4,市府捷運101美妝富裔,台北市信義區忠孝東路五段,建坪 : 14.26坪 , 主 + 陽 : 8.45坪,1房1廳1.0衛,1898萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02308763.html?city=Taipei&zip=105&type=2,高興興業捷運機能美辦,台北市松山區基隆路一段,建坪 : 41.84坪 , 主建物 : 30.18坪,0房1廳0.0衛,2580萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02255649.html?city=Taipei&zip=116&type=1,大面寬木新多功能顯眼金店,台北市文山區木新路二段,建坪 : 32.04坪 , 主 + 附 : 32.04坪,0房1廳0.0衛,4688萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02308798.html?city=Taipei&zip=114&type=4,近捷運精美置產五房車,台北市內湖區安康路,建坪 : 44.22坪 , 主 + 陽 : 27.42坪,5房2廳2.0衛,2980萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02324929.html?city=Taipei&zip=111&type=4,芝山好停車大空間1樓,台北市士林區文林路,建坪 : 74.14坪 , 主 + 附 : 55.73坪,4房2廳3.0衛,6600萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02333113.html?city=Taipei&zip=114&type=4,東湖捷運庭院戶雙車位,台北市內湖區康寧路三段,建坪 : 81.55坪 , 主 + 附 : 62.54坪,5房3廳4.0衛,4288萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02337288.html?city=Taipei&zip=114&type=2,安縵綠景大3房雙車位,台北市內湖區內湖路三段,建坪 : 86.92坪 , 主 + 陽 : 50.72坪,3房2廳2.0衛,7478萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02360529.html?city=Taipei&zip=111&type=1,劍潭捷運精美住辦一樓,台北市士林區承德路四段,建坪 : 39.83坪 , 主 + 附 : 39.14坪,3房2廳2.0衛,2980萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02344413.html?city=Taipei&zip=112&type=2,石牌公園新廈附車位,台北市北投區石牌路一段,建坪 : 74.06坪 , 主 + 附 : 30.72坪,4房2廳3.0衛,4880萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02341438.html?city=Taipei&zip=103&type=2,北車雙子星四房高樓名邸,台北市大同區承德路二段,建坪 : 80.14坪 , 主 + 陽 : 43.00坪,4房2廳2.0衛,8736萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02335200.html?city=Taipei&zip=111&type=1,天母七段雙公園方正三樓,台北市士林區中山北路七段,建坪 : 32.92坪 , 主 + 陽 : 32.92坪,3房2廳2.0衛,2180萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02149080.html?city=Taipei&zip=114&type=4,濱湖王子面碧湖近捷運,台北市內湖區內湖路二段,建坪 : 57.51坪 , 主 + 陽 : 40.56坪,2房2廳3.0衛,4988萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02356541.html?city=Taipei&zip=104&type=5,捷運透天都更收租屋,台北市中山區新生北路三段,建坪 : 48.18坪 , 主建物 : 48.18坪,7房2廳6.0衛,6450萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02356537.html?city=Taipei&zip=114&type=1,近捷運靜巷四房公寓頂家,台北市內湖區安康路,建坪 : 27.50坪 , 主 + 陽 : 25.22坪,3房1廳1.0衛,2000萬2188 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02356549.html?city=Taipei&zip=103&type=5,北車大馬路商三透天,台北市大同區承德路二段,建坪 : 68.16坪 , 主建物 : 68.16坪,0房0廳1.0衛,12800萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02282187.html?city=Taipei&zip=111&type=4,忠誠欒樹大道金店辦,台北市士林區忠誠路一段,建坪 : 49.34坪 , 主 + 附 : 41.23坪,3房1廳3.0衛,5692萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02211179.html?city=Taipei&zip=105&type=2,八德光復住辦大樓,台北市松山區八德路三段,建坪 : 62.51坪 , 主 + 陽 : 41.12坪,3房2廳2.0衛,4180萬
2024/11/28 09:19,https://www.twhg.com.tw/house_F402207583.html?city=Taipei&zip=104&type=3,民族東路投資套房,台北市中山區民族東路,建坪 : 35.06坪 , 主建物 : 35.06坪,4房0廳4.0衛,3880萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02359720.html?city=Taipei&zip=114&type=2,雙湖匯時尚精美豪邸,台北市內湖區成功路四段,建坪 : 93.52坪 , 主 + 陽 : 49.48坪,4房2廳2.0衛,8950萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02341430.html?city=Taipei&zip=104&type=2,大面坪數雙拼商辦,台北市中山區長春路,建坪 : 160.68坪 , 主 + 陽 : 105.31坪,6房3廳2.0衛,11000萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02360490.html?city=Taipei&zip=111&type=4,天母三越低總價置產店面,台北市士林區天母東路,建坪 : 31.93坪 , 主 + 附 : 28.73坪,0房0廳1.0衛,2980萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02341411.html?city=Taipei&zip=104&type=2,中山晶華邊間亮麗住辦,台北市中山區長春路,建坪 : 38.80坪 , 主 + 陽 : 33.41坪,3房2廳1.0衛,2668萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02282192.html?city=Taipei&zip=105&type=2,小巨蛋捷運精美便宜辦公大樓,台北市松山區南京東路四段,建坪 : 45.61坪 , 主 + 陽 : 30.73坪,0房0廳0.0衛,3820萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02347299.html?city=Taipei&zip=116&type=4,清新美景邊間三房雙車,台北市文山區富山路,建坪 : 62.21坪 , 主 + 陽 : 29.49坪,3房2廳2.0衛,3880萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02257068.html?city=Taipei&zip=103&type=2,大同世界高樓美辦,台北市大同區民權西路,建坪 : 16.29坪 , 主 + 附 : 10.17坪,0房1廳1.0衛,1280萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02324917.html?city=Taipei&zip=114&type=4,大杰青田稀有住辦一樓,台北市內湖區內湖路一段,建坪 : 84.36坪 , 主 + 附 : 68.70坪,4房3廳3.0衛,4788萬4990 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02353515.html?city=Taipei&zip=105&type=2,保富通高樓景觀純辦大樓,台北市松山區復興北路,建坪 : 241.20坪 , 主建物 : 161.84坪,0房2廳2.0衛,22360萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02353514.html?city=Taipei&zip=105&type=2,保富通高樓景觀純辦2,台北市松山區復興北路,建坪 : 203.56坪 , 主建物 : 135.10坪,0房1廳2.0衛,18800萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02282190.html?city=Taipei&zip=111&type=4,天母圓環電梯管理大三房,台北市士林區中山北路七段,建坪 : 42.50坪 , 主 + 陽 : 37.75坪,3房2廳2.0衛,2890萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02308780.html?city=Taipei&zip=114&type=5,明湖康寧別墅大戶,台北市內湖區康寧路三段,建坪 : 81.20坪 , 主 + 陽 : 58.50坪,4房2廳4.0衛,5388萬5800 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02364607.html?city=Taipei&zip=114&type=4,宏普上隱庭院豪邸,台北市內湖區金湖路,建坪 : 90.95坪 , 主 + 陽 : 54.55坪,4房2廳3.0衛,8500萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02300260.html?city=Taipei&zip=110&type=1,★麟光站一樓住辦停車,台北市信義區和平東路三段,建坪 : 45.76坪 , 主 + 附 : 45.76坪,3房2廳2.0衛,4688萬4888 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02278744.html?city=Taipei&zip=100&type=2,仁愛路2段華廈4房,台北市中正區仁愛路二段,建坪 : 57.55坪 , 主 + 陽 : 38.02坪,4房2廳2.0衛,6880萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02358563.html?city=Taipei&zip=105&type=5,饒河透天金店面,台北市松山區饒河街,建坪 : 134.50坪 , 主建物 : 134.50坪,0房5廳5.0衛,15900萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02108983.html?city=Taipei&zip=106&type=2,大安明星學區電梯三房,台北市大安區辛亥路一段,建坪 : 39.56坪 , 主 + 陽 : 34.37坪,0房0廳2.0衛,3988萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TA02344415.html?city=Taipei&zip=104&type=4,民生松江商業區店面,台北市中山區民生東路二段,建坪 : 56.85坪 , 主 + 附 : 53.60坪,0房0廳0.0衛,8100萬8200 萬
2024/11/28 09:19,https://www.twhg.com.tw/house_TF02356151.html?city=Taipei&zip=104&type=2,★台北松江苑,台北市中山區松江路,建坪 : 102.69坪 , 主 + 陽 : 48.83坪,0房0廳3.0衛,10988萬
